individual_0;individual_1;individual_2;individual_3;individual_4;individual_5;individual_6;individual_7;individual_8;individual_9;individual_10;individual_11;individual_12;individual_13;individual_14;individual_15;individual_16;individual_17;individual_18;individual_19;individual_20;individual_21;individual_22;individual_23;individual_24;individual_25;individual_26;individual_27;individual_28;individual_29
28;34;9;15;26;50;46;9;27;30;45;19;34;33;34;31;15;23;7;25;3;24;6;39;42;32;49;7;44;33
47;37;42;9;34;33;15;50;21;22;30;29;3;19;15;45;40;35;50;19;42;42;15;24;24;25;50;46;15;19
34;33;26;33;32;35;15;33;33;33;27;26;27;33;21;19;37;32;28;45;31;21;34;31;33;33;27;34;31;22
27;27;22;27;45;34;33;33;33;31;19;27;50;31;27;22;31;33;31;34;24;28;33;45;30;30;45;34;33;31
33;50;33;50;27;31;31;31;27;33;27;50;32;32;33;34;31;33;32;28;27;27;33;33;39;44;22;30;27;27
27;31;27;27;33;27;34;47;31;33;28;30;33;44;33;44;45;38;31;32;28;32;33;50;33;32;33;33;31;29
44;27;29;29;29;31;36;41;33;33;33;27;33;32;50;27;50;27;34;43;30;30;32;33;44;33;32;27;33;33
33;32;44;33;27;33;33;44;33;27;32;28;37;34;27;27;33;33;39;38;44;33;43;34;29;31;36;41;27;33
37;31;33;33;41;33;32;44;44;33;33;33;39;38;32;32;43;30;35;41;44;44;32;44;27;43;40;37;42;40
44;44;29;30;37;37;44;27;33;44;44;44;35;41;44;44;33;33;33;40;32;44;41;30;32;33;33;33;32;44
41;44;33;33;32;32;28;31;33;33;38;38;44;32;37;37;33;33;44;33;32;44;33;33;37;37;42;43;33;27
44;37;36;33;41;36;32;32;42;38;43;33;33;33;33;37;27;33;33;33;33;43;33;44;33;44;33;33;41;44
38;42;33;33;33;32;33;33;44;33;35;42;32;43;33;32;43;44;33;33;33;32;37;33;44;44;36;41;40;36
33;44;44;44;39;37;44;43;33;43;32;32;44;33;41;35;43;44;35;35;33;33;37;39;33;43;43;34;44;43
44;44;44;33;44;43;41;44;33;32;43;44;35;42;44;44;32;44;36;44;34;35;34;43;43;44;33;44;33;33
44;43;40;40;35;42;37;39;44;44;43;44;33;32;35;33;33;35;33;34;43;43;33;32;33;43;33;35;43;43
33;43;40;37;44;43;44;32;36;43;33;43;44;32;43;43;43;43;43;33;44;43;44;44;32;44;35;33;33;33
33;43;32;44;32;33;32;33;42;34;44;43;43;36;33;43;43;43;32;32;44;43;43;44;43;32;43;33;43;44
44;35;44;35;43;43;34;35;36;36;43;43;44;43;43;33;33;32;43;44;36;32;44;32;43;43;39;41;44;43
32;43;42;37;44;33;35;40;35;36;43;44;38;41;43;32;33;43;38;37;44;43;36;32;34;33;42;35;43;44
36;44;43;33;37;38;33;33;35;44;43;44;39;39;44;35;43;44;33;33;43;33;44;43;43;44;43;33;44;35
44;44;44;44;35;36;37;35;43;33;43;43;36;33;44;36;33;33;43;33;32;32;33;35;44;43;33;35;32;32
33;35;36;44;33;44;36;35;40;36;33;43;36;32;33;33;44;35;44;43;44;44;43;32;36;43;33;44;44;32
32;32;43;33;36;36;43;43;35;32;33;32;44;44;32;44;33;43;35;35;35;35;33;33;40;36;35;43;44;32
35;33;35;35;43;37;43;43;43;43;33;43;44;36;43;44;33;39;32;44;44;44;32;32;33;34;33;32;43;44
36;40;44;32;35;33;44;32;35;35;36;32;33;34;35;35;35;44;33;44;44;43;44;44;33;43;33;32;37;39
33;32;39;37;39;37;44;43;36;35;34;42;44;32;37;38;35;40;36;35;43;43;44;33;44;43;43;34;43;43
33;33;32;35;36;43;33;33;43;44;34;41;32;44;44;43;44;44;33;32;41;38;43;43;35;41;41;36;36;35
43;43;33;35;35;34;34;34;43;33;32;44;37;40;38;36;36;36;33;32;33;33;43;44;39;33;38;38;38;41
35;43;43;43;33;32;35;43;35;43;39;40;44;35;33;32;36;43;32;32;41;34;33;33;40;40;43;43;41;35
33;33;35;35;35;33;35;32;43;43;44;43;32;33;43;44;43;35;35;36;43;35;34;42;33;32;44;43;35;32
44;44;33;33;43;35;35;41;44;44;32;35;36;43;43;33;41;38;37;42;44;33;42;35;44;43;35;32;35;44
40;36;40;35;33;43;33;34;44;33;33;44;33;36;44;44;44;33;35;35;44;33;44;44;43;33;33;32;40;42
43;33;44;44;40;39;35;35;34;33;32;32;35;35;44;44;43;44;32;33;36;32;33;33;35;35;42;35;43;43
44;44;42;34;44;32;32;36;33;32;32;44;44;43;39;33;39;36;35;33;41;39;44;39;34;41;44;44;35;42
34;43;33;35;35;33;33;34;44;44;44;44;43;37;36;32;33;39;43;43;36;32;32;33;34;42;39;35;39;32
44;42;33;33;44;43;38;41;35;44;43;36;32;35;43;33;36;39;32;33;44;32;42;37;35;40;35;35;32;35
44;35;44;44;35;43;44;32;34;33;32;43;32;32;39;37;44;42;44;33;36;41;32;42;35;44;43;42;43;32
34;35;39;38;32;32;43;35;32;33;38;38;44;39;30;39;44;43;37;39;44;39;44;32;42;34;37;37;43;44
32;32;44;43;42;32;32;44;44;44;44;42;36;40;36;40;34;33;37;40;33;33;43;33;44;43;43;33;33;42
37;42;39;37;34;33;33;33;34;32;32;32;35;43;44;36;34;33;44;44;38;40;43;35;44;44;33;42;43;44
32;44;32;32;40;34;44;43;42;44;42;35;33;33;35;44;35;33;44;44;32;32;34;44;34;33;32;32;32;32
43;43;43;39;44;43;38;38;44;32;40;36;44;35;32;33;44;32;44;43;43;44;41;33;40;35;33;34;32;32
34;34;43;42;32;35;33;32;34;35;32;35;35;35;42;43;32;33;36;39;36;32;32;35;32;32;43;32;34;43
44;33;35;35;39;39;32;44;32;34;33;32;42;44;39;38;38;38;37;41;32;44;32;32;32;32;44;43;44;35
36;39;44;43;34;32;33;32;32;33;43;44;33;32;44;43;35;32;32;32;35;32;32;32;34;41;33;33;34;43
34;34;35;33;37;39;33;34;36;34;44;44;32;32;35;33;32;43;32;44;43;33;32;44;35;44;32;42;32;44
44;35;32;32;32;33;43;42;43;33;39;33;44;44;32;33;32;43;32;33;32;44;44;32;43;43;39;35;32;44
32;44;44;32;44;44;44;32;44;43;34;42;32;44;33;42;44;44;34;42;32;35;33;32;42;37;32;36;33;34
44;35;35;32;33;43;32;44;34;42;35;33;32;32;35;33;44;43;38;40;32;43;44;44;32;36;32;32;36;38
34;33;44;32;33;43;41;38;35;35;32;32;32;35;32;32;32;42;41;35;32;32;35;32;32;35;44;43;32;32
36;41;36;38;44;44;40;36;43;42;38;38;39;39;44;42;32;32;32;32;44;41;41;35;32;32;40;39;37;39
33;33;39;35;32;32;44;33;35;39;33;33;36;37;38;37;32;42;43;44;44;32;35;40;35;43;35;42;40;38
35;32;32;32;33;34;42;32;32;44;36;34;34;32;40;36;39;38;41;32;44;43;32;32;44;32;44;32;43;33
35;44;40;36;41;38;34;35;41;38;35;32;34;33;35;32;35;44;33;35;44;35;32;41;32;43;32;33;33;35
42;34;32;35;35;44;33;36;34;41;44;42;40;37;44;44;40;39;44;32;43;44;42;43;37;40;41;44;44;33
35;40;44;43;44;32;38;38;32;32;32;32;37;39;43;44;43;35;32;32;34;33;43;44;35;35;33;33;32;32
41;32;36;32;41;36;44;44;32;32;43;44;39;36;35;32;32;32;32;32;32;35;42;44;43;43;32;43;32;44
36;44;32;32;32;32;35;32;32;36;34;42;44;43;44;34;41;44;33;44;32;43;13;40;37;38;35;40;33;33
32;35;32;35;44;32;41;32;44;32;35;44;39;34;35;41;32;35;32;32;33;34;44;42;32;32;34;33;44;44
43;44;34;33;32;32;32;44;33;44;32;42;35;35;44;44;34;33;37;39;33;35;35;33;44;42;38;38;44;32
36;42;38;38;33;35;42;44;44;33;44;32;32;35;41;44;44;44;32;32;32;44;41;35;43;32;35;35;34;35
36;34;32;41;42;43;32;32;35;42;33;43;39;35;37;36;44;32;38;38;36;41;32;44;39;40;37;36;40;39
32;33;41;42;35;32;32;44;41;35;32;35;35;41;44;44;32;32;33;32;36;40;43;43;36;39;32;35;41;42
35;43;37;36;34;40;43;33;34;33;32;32;34;34;35;32;29;44;32;33;32;32;35;32;43;32;41;44;32;33
34;34;41;34;34;33;33;32;42;42;40;37;32;32;42;35;34;39;40;35;39;35;34;35;44;32;44;35;33;34
42;37;32;32;44;35;33;32;32;32;33;32;32;32;32;32;34;42;32;32;44;32;35;32;34;34;44;32;32;35
34;33;34;39;32;41;33;34;32;33;35;32;32;32;32;33;32;33;32;41;44;33;32;33;35;33;33;42;32;32
43;41;44;44;33;32;35;32;34;33;33;35;33;43;42;43;32;44;41;44;43;32;42;41;32;35;33;32;32;35
43;44;44;32;32;34;32;35;37;39;33;35;32;33;44;35;37;41;32;33;32;33;35;33;42;32;33;34;32;41
41;32;41;32;40;33;34;41;32;32;32;35;35;32;32;32;42;34;44;43;41;32;32;42;32;32;41;36;38;37
32;32;42;35;32;32;44;44;32;32;35;32;35;35;33;32;32;41;39;38;32;41;39;35;43;33;42;32;32;41
33;34;41;32;36;38;32;41;33;43;37;38;43;35;32;32;44;41;37;38;44;44;32;32;32;32;34;42;32;41
35;38;32;32;36;43;32;32;33;34;32;44;35;35;36;40;32;32;35;35;39;34;34;34;35;44;37;41;35;39
32;32;32;33;36;41;36;41;36;38;36;40;33;32;32;32;42;43;41;36;32;32;33;32;32;41;32;32;32;33
44;32;34;34;44;32;32;32;41;44;39;34;32;32;38;41;32;41;41;32;41;41;32;32;44;33;32;44;32;44
32;33;32;44;33;33;32;32;32;32;36;37;41;35;33;34;44;44;32;32;33;32;35;41;32;32;32;32;42;41
42;33;32;32;41;35;41;33;39;35;32;32;32;33;44;44;42;34;34;33;33;32;34;34;35;44;42;35;32;44
33;32;33;43;32;32;44;41;34;33;41;32;42;42;35;33;32;32;33;40;32;41;32;32;32;32;32;32;34;33
33;33;32;34;38;35;32;32;32;32;44;32;42;37;34;42;32;33;42;32;32;41;35;42;32;35;32;32;32;32
32;32;32;32;39;37;38;36;32;32;40;37;34;32;35;32;35;32;36;41;44;44;40;36;33;33;34;35;36;40
43;32;44;43;38;38;34;39;37;37;32;32;32;32;32;32;44;32;43;32;32;44;44;44;32;32;32;32;39;39
41;35;33;41;41;34;32;41;32;32;39;36;33;34;32;42;32;32;32;35;42;35;37;42;32;42;41;32;38;38
41;41;32;44;32;41;32;35;32;35;41;36;32;41;32;32;41;33;33;33;32;32;32;32;33;32;33;44;43;34
35;33;41;32;32;41;32;35;43;44;35;35;32;33;34;34;35;39;33;41;32;35;33;32;36;42;41;41;32;32
32;32;44;42;35;41;34;39;35;42;42;41;32;44;34;33;32;32;32;44;37;37;41;41;43;32;32;35;32;33
41;41;41;44;32;41;43;36;42;34;35;44;32;32;39;35;41;43;35;39;38;39;33;40;32;35;33;41;32;41
38;40;38;39;41;32;44;44;32;32;35;32;34;42;42;41;35;34;34;41;38;36;41;32;34;44;34;34;33;40
33;41;40;35;33;40;44;35;35;35;43;32;32;32;36;40;43;32;44;32;44;32;32;32;42;35;32;32;44;41
35;42;34;34;43;32;42;41;35;39;39;34;32;36;33;40;40;33;42;33;32;32;35;40;36;38;44;44;41;32
42;37;43;41;34;34;43;43;44;32;32;35;36;38;36;35;33;32;43;35;33;34;32;32;33;32;41;32;32;32
41;44;37;36;35;43;33;34;32;43;36;40;42;44;33;35;40;35;32;34;34;42;32;32;33;34;35;35;32;33
32;32;35;32;32;32;32;32;39;34;34;40;43;43;41;41;32;41;32;32;33;33;32;32;33;32;32;32;34;35
37;36;35;38;42;32;32;32;35;44;35;35;44;41;42;36;32;33;42;43;32;32;38;35;35;35;37;36;41;35
41;42;32;44;35;44;34;42;32;32;41;44;32;32;35;32;41;33;33;41;33;34;32;32;32;43;41;42;32;32
33;32;32;32;33;40;32;32;35;38;44;44;34;33;35;32;35;34;32;43;41;41;41;35;32;32;32;32;41;41
34;33;32;32;35;35;32;32;35;35;43;43;35;32;35;32;41;43;32;32;32;32;34;32;36;39;41;42;44;35
42;33;35;32;42;34;32;33;32;32;41;32;33;41;32;32;32;32;32;41;43;43;40;35;41;32;42;43;43;41
32;32;42;41;41;41;39;34;32;41;32;32;32;32;35;32;32;32;32;35;42;33;43;43;41;33;39;37;41;32
32;32;35;35;35;32;33;41;33;34;33;40;32;32;34;39;43;33;33;41;35;32;34;35;34;33;33;32;41;32
32;32;44;35;32;32;42;35;32;32;33;43;41;41;32;32;34;32;32;32;35;41;35;32;33;41;32;35;34;33
44;43;44;41;32;35;35;38;35;32;33;34;41;35;35;41;35;32;32;32;32;32;32;33;39;40;41;35;42;42
42;35;33;34;33;35;37;39;32;35;38;39;43;42;42;34;41;32;39;38;32;40;35;41;32;44;32;35;33;32
33;42;33;41;32;32;32;35;42;41;42;43;35;41;43;41;38;35;41;35;32;32;39;34;34;33;32;33;32;42
32;41;32;42;40;33;43;33;39;35;33;34;42;41;35;44;32;35;41;42;32;32;43;32;43;42;32;35;32;32
40;36;33;34;35;44;35;44;42;44;44;42;38;35;32;44;43;32;33;35;35;32;32;35;33;42;32;43;33;32
32;35;35;40;32;41;35;35;41;41;41;42;32;44;43;42;35;41;32;32;41;42;32;32;32;42;36;38;34;42
32;32;34;40;33;40;33;35;33;32;37;39;35;33;33;32;33;34;35;32;42;44;42;33;35;43;33;32;34;40
33;35;34;41;40;34;35;35;41;32;41;35;32;35;33;34;35;33;38;38;43;32;40;36;43;32;32;35;32;32
34;40;35;44;41;41;32;35;32;33;32;43;34;34;37;39;35;38;35;39;34;39;43;32;37;37;32;41;42;32
35;35;33;33;33;33;32;32;32;42;34;34;35;32;35;38;32;35;32;35;35;33;32;32;37;38;35;32;32;35
35;32;42;42;41;33;35;41;39;40;32;32;41;32;32;32;39;36;32;32;41;35;32;35;41;33;42;43;32;32
35;41;39;36;32;41;32;32;32;35;34;33;32;35;37;40;32;42;35;35;34;32;40;33;42;42;32;35;32;35
33;35;35;32;41;33;35;32;40;33;32;33;35;32;42;32;43;32;32;32;41;41;34;43;36;37;32;32;33;34
